"FlightID";"RouteCode";"Origin";"Destination";"FlightDate";"FlightDurationMins";"AircraftType";"SeatsAvailable";"Revenue";"SeatsSold";"OperationalCost"
5931;"HYD-AMD";"HYD";"AMD";"2025-04-16";181;"B787";265;2038120;203;818059
5932;"CCU-AMD";"CCU";"AMD";"2025-06-06";261;"A350";123;231792;88;736666
5933;"BOM-HYD";"BOM";"HYD";"2025-01-13";287;"B737";246;1181344;232;141966
5934;"BOM-CCU";"BOM";"CCU";"2025-07-17";108;"A321";195;157400;50;839815
5935;"AMD-MAA";"AMD";"MAA";"2025-12-10";156;"B737";218;593208;132;649582
5936;"DEL-BOM";"DEL";"BOM";"2025-12-09";254;"A321";203;1259343;153;411764
5937;"DEL-HYD";"DEL";"HYD";"2025-04-27";267;"B787";122;761947;107;230428
5938;"CCU-DEL";"CCU";"DEL";"2025-04-14";231;"A350";209;643104;203;927510
5939;"HYD-BLR";"HYD";"BLR";"2025-10-30";48;"B787";238;669478;83;1118430
5940;"CCU-DEL";"CCU";"DEL";"2025-11-13";217;"A320";162;1017336;114;642918
5941;"BLR-DEL";"BLR";"DEL";"2025-10-30";246;"A350";258;666468;81;231465
5942;"AMD-CCU";"AMD";"CCU";"2025-10-16";48;"A321";209;880230;74;1464374
5943;"CCU-MAA";"CCU";"MAA";"2025-08-07";235;"B787";223;1956370;202;1440724
5944;"HYD-DEL";"HYD";"DEL";"2025-08-08";146;"A350";161;329490;126;397589
5945;"MAA-DEL";"MAA";"DEL";"2025-10-31";242;"A320";187;608062;169;666071
5946;"DEL-MAA";"DEL";"MAA";"2025-08-31";221;"A320";231;855540;140;213174
5947;"BLR-HYD";"BLR";"HYD";"2025-09-04";116;"A321";253;2375933;217;715093
5948;"BOM-MAA";"BOM";"MAA";"2025-07-06";61;"A321";294;843898;89;904966
5949;"CCU-AMD";"CCU";"AMD";"2025-01-10";124;"B737";134;779220;90;133356
5950;"MAA-CCU";"MAA";"CCU";"2025-10-16";246;"B787";295;930810;213;1145940
5951;"BOM-MAA";"BOM";"MAA";"2025-06-04";202;"A321";122;388220;59;1434252
5952;"DEL-HYD";"DEL";"HYD";"2025-04-17";53;"B737";194;250848;96;1134073
5953;"MAA-BLR";"MAA";"BLR";"2025-12-28";170;"A350";123;307856;71;819619
5954;"AMD-CCU";"AMD";"CCU";"2025-12-04";108;"B787";243;990055;235;1013768
5955;"MAA-BOM";"MAA";"BOM";"2025-11-16";61;"B787";183;487255;95;1242646
5956;"BOM-MAA";"BOM";"MAA";"2025-05-09";237;"A350";289;1031681;133;1206889
5957;"BLR-BOM";"BLR";"BOM";"2025-10-23";259;"A321";176;437886;162;1075426
5958;"BLR-AMD";"BLR";"AMD";"2025-08-12";215;"A321";222;1055878;127;579437
5959;"HYD-MAA";"HYD";"MAA";"2025-04-10";130;"B737";294;923840;160;524817
5960;"BLR-DEL";"BLR";"DEL";"2025-12-09";160;"A321";209;568912;74;1371812
5961;"HYD-DEL";"HYD";"DEL";"2025-10-15";225;"B737";254;385968;66;752531
5962;"AMD-BOM";"AMD";"BOM";"2025-06-19";296;"A320";288;1593376;232;324167
5963;"AMD-BOM";"AMD";"BOM";"2025-06-23";145;"B737";166;1012605;95;296317
5964;"DEL-BLR";"DEL";"BLR";"2025-01-11";158;"B787";188;1077120;144;1093181
5965;"HYD-AMD";"HYD";"AMD";"2025-11-18";149;"A321";267;1052480;253;825357
5966;"MAA-AMD";"MAA";"AMD";"2025-03-20";158;"B787";222;418836;76;366098
5967;"BOM-HYD";"BOM";"HYD";"2025-11-25";107;"A321";216;1974533;187;1458161
5968;"HYD-BLR";"HYD";"BLR";"2025-04-27";80;"A350";272;689610;181;760795
5969;"MAA-BLR";"MAA";"BLR";"2025-05-12";249;"B737";219;431120;136;380531
5970;"CCU-HYD";"CCU";"HYD";"2025-09-21";181;"A320";186;307686;57;952623
5971;"AMD-BOM";"AMD";"BOM";"2025-02-04";133;"A350";166;740886;114;506967
5972;"AMD-HYD";"AMD";"HYD";"2025-12-30";257;"B737";293;2035008;192;269749
5973;"MAA-CCU";"MAA";"CCU";"2025-10-16";211;"A320";156;609606;81;762491
5974;"BLR-BOM";"BLR";"BOM";"2025-08-18";287;"A320";156;845746;74;117681
5975;"BOM-MAA";"BOM";"MAA";"2025-04-13";125;"B737";152;1316116;151;1388587
5976;"MAA-HYD";"MAA";"HYD";"2025-12-07";300;"B737";260;1559075;175;377102
5977;"BOM-DEL";"BOM";"DEL";"2025-09-26";235;"B787";286;1568590;170;1201332
5978;"MAA-BOM";"MAA";"BOM";"2025-05-20";260;"A321";274;550594;58;469046
5979;"BOM-CCU";"BOM";"CCU";"2025-08-16";273;"A350";126;1246856;104;134612
5980;"BLR-MAA";"BLR";"MAA";"2025-03-28";135;"A320";281;1075635;265;948439
5981;"DEL-CCU";"DEL";"CCU";"2025-05-16";212;"A321";284;944646;267;413399
5982;"HYD-BLR";"HYD";"BLR";"2025-01-20";294;"B737";120;350592;64;682220
5983;"CCU-BLR";"CCU";"BLR";"2025-05-25";254;"A350";256;781624;82;1378295
5984;"BOM-MAA";"BOM";"MAA";"2025-08-15";219;"B787";123;576402;51;394949
5985;"BLR-MAA";"BLR";"MAA";"2025-06-25";165;"B737";242;234988;52;385195
5986;"DEL-BLR";"DEL";"BLR";"2025-02-27";211;"A321";174;680706;78;1227517
5987;"CCU-DEL";"CCU";"DEL";"2025-08-25";123;"A320";262;741096;141;596833
5988;"HYD-AMD";"HYD";"AMD";"2025-12-23";175;"B787";265;656850;58;506436
5989;"BOM-BLR";"BOM";"BLR";"2025-10-23";66;"A320";298;632450;139;586776
5990;"CCU-AMD";"CCU";"AMD";"2025-02-18";180;"A321";249;2597652;236;1400476
5991;"HYD-MAA";"HYD";"MAA";"2025-06-10";237;"A350";294;1677440;160;1104100
5992;"BOM-CCU";"BOM";"CCU";"2025-12-06";126;"A321";203;346365;129;1448835
5993;"BLR-BOM";"BLR";"BOM";"2025-12-10";128;"B737";259;1516300;236;504878
5994;"BOM-AMD";"BOM";"AMD";"2025-09-21";251;"A350";150;785910;134;156887
5995;"MAA-HYD";"MAA";"HYD";"2025-03-04";127;"A320";143;365907;69;891193
5996;"DEL-BOM";"DEL";"BOM";"2025-07-12";106;"B737";267;793516;212;838550
5997;"CCU-AMD";"CCU";"AMD";"2025-09-09";264;"A350";143;313526;59;1324247
5998;"HYD-BOM";"HYD";"BOM";"2025-08-21";97;"A350";132;987930;90;1368041
5999;"MAA-AMD";"MAA";"AMD";"2025-05-27";129;"A321";296;587202;62;1019613
6000;"MAA-HYD";"MAA";"HYD";"2025-01-09";263;"A320";203;480370;55;401746
6001;"AMD-BLR";"AMD";"BLR";"2025-06-17";104;"B787";184;1522189;139;100424
6002;"BLR-HYD";"BLR";"HYD";"2025-04-22";74;"B787";140;625716;117;1013211
6003;"HYD-BLR";"HYD";"BLR";"2025-12-25";191;"A321";286;1888797;201;1282347
6004;"AMD-MAA";"AMD";"MAA";"2025-01-15";153;"A350";239;1634656;184;1331639
6005;"CCU-DEL";"CCU";"DEL";"2025-06-15";277;"A320";201;451674;69;222389
6006;"BOM-DEL";"BOM";"DEL";"2025-02-07";233;"A350";196;138771;51;170685
6007;"CCU-AMD";"CCU";"AMD";"2025-08-11";150;"B787";264;626478;193;1370660
6008;"BLR-HYD";"BLR";"HYD";"2025-09-16";101;"B737";246;713920;115;770023
6009;"MAA-DEL";"MAA";"DEL";"2025-03-03";272;"B787";273;191100;50;1023254
6010;"BLR-MAA";"BLR";"MAA";"2025-06-10";234;"A321";227;432000;75;528918
6011;"DEL-AMD";"DEL";"AMD";"2025-10-14";95;"B787";219;380226;77;1088761
6012;"BLR-HYD";"BLR";"HYD";"2025-01-03";102;"B787";291;653684;68;676885
6013;"DEL-BLR";"DEL";"BLR";"2025-02-06";48;"B787";165;449735;65;828025
6014;"HYD-AMD";"HYD";"AMD";"2025-08-13";61;"A320";205;1623174;147;1326909
6015;"BOM-MAA";"BOM";"MAA";"2025-06-19";237;"A350";281;245328;57;1166937
6016;"BOM-MAA";"BOM";"MAA";"2025-12-04";239;"A320";182;691002;78;185469
6017;"AMD-BLR";"AMD";"BLR";"2025-11-14";112;"B737";178;1484175;175;794762
6018;"MAA-BLR";"MAA";"BLR";"2025-03-04";177;"A321";219;707589;73;213614
6019;"CCU-BOM";"CCU";"BOM";"2025-09-07";251;"A320";191;1196125;175;270325
6020;"CCU-HYD";"CCU";"HYD";"2025-08-02";222;"B737";251;878158;74;265532
6021;"HYD-CCU";"HYD";"CCU";"2025-09-12";277;"B787";224;866700;214;1030352
6022;"AMD-MAA";"AMD";"MAA";"2025-02-08";254;"A350";172;664020;119;257333
6023;"HYD-AMD";"HYD";"AMD";"2025-12-01";271;"A350";230;519292;197;742505
6024;"BOM-HYD";"BOM";"HYD";"2025-09-23";220;"A350";297;2152788;188;933132
6025;"DEL-CCU";"DEL";"CCU";"2025-04-01";270;"A320";150;548452;124;988948
6026;"BOM-BLR";"BOM";"BLR";"2025-07-17";60;"A321";160;1274832;144;252425
6027;"HYD-CCU";"HYD";"CCU";"2025-07-11";78;"A320";181;1430472;152;1389986
6028;"MAA-BOM";"MAA";"BOM";"2025-12-11";142;"B787";253;175808;67;811826
6029;"BLR-AMD";"BLR";"AMD";"2025-06-14";287;"B737";274;1764102;269;1112166
6030;"BLR-BOM";"BLR";"BOM";"2025-08-12";194;"B737";283;831192;236;357645
6031;"CCU-HYD";"CCU";"HYD";"2025-08-04";142;"A320";281;966838;229;1359310
6032;"CCU-AMD";"CCU";"AMD";"2025-05-04";58;"B787";121;254100;60;841986
6033;"HYD-DEL";"HYD";"DEL";"2025-02-27";112;"A321";148;1064778;102;1304659
6034;"BLR-CCU";"BLR";"CCU";"2025-06-16";72;"A350";270;1929130;254;114198
6035;"DEL-BOM";"DEL";"BOM";"2025-06-07";45;"A321";224;987128;163;1133241
6036;"DEL-MAA";"DEL";"MAA";"2025-10-31";106;"B737";190;264650;79;1144352
6037;"BLR-HYD";"BLR";"HYD";"2025-06-20";182;"B787";263;407886;157;1103702
6038;"DEL-CCU";"DEL";"CCU";"2025-09-20";50;"B787";240;558500;125;1483486
6039;"BLR-CCU";"BLR";"CCU";"2025-11-06";289;"B787";290;1490244;226;1488057
6040;"BOM-HYD";"BOM";"HYD";"2025-10-29";267;"A320";251;403461;51;793808
6041;"BOM-BLR";"BOM";"BLR";"2025-05-03";183;"A350";127;1314624;123;957064
6042;"DEL-HYD";"DEL";"HYD";"2025-10-09";148;"A320";176;442618;121;573927
6043;"MAA-HYD";"MAA";"HYD";"2025-08-12";78;"A320";166;605590;115;382911
6044;"CCU-AMD";"CCU";"AMD";"2025-01-21";78;"B737";203;1862940;183;923823
6045;"AMD-BOM";"AMD";"BOM";"2025-04-10";152;"B737";152;356967;81;1451786
6046;"HYD-BOM";"HYD";"BOM";"2025-02-02";205;"B787";248;493654;74;762188
6047;"MAA-DEL";"MAA";"DEL";"2025-02-01";134;"A350";150;1133272;98;162271
6048;"AMD-MAA";"AMD";"MAA";"2025-08-26";200;"B787";283;657888;88;990873
6049;"AMD-BOM";"AMD";"BOM";"2025-02-26";133;"B737";171;919956;93;1007941
6050;"BLR-CCU";"BLR";"CCU";"2025-02-05";103;"B787";209;826814;79;549731
6051;"BOM-BLR";"BOM";"BLR";"2025-04-19";93;"A320";232;2308110;210;726740
6052;"BLR-AMD";"BLR";"AMD";"2025-05-17";182;"A350";269;895128;152;610706
6053;"BOM-HYD";"BOM";"HYD";"2025-06-17";231;"A320";289;1020228;131;551123
6054;"CCU-HYD";"CCU";"HYD";"2025-10-18";238;"A320";143;847665;117;671602
6055;"CCU-MAA";"CCU";"MAA";"2025-12-02";171;"B787";156;574398;54;1400981
6056;"MAA-BLR";"MAA";"BLR";"2025-08-09";65;"B737";143;1144731;133;771206
6057;"BOM-MAA";"BOM";"MAA";"2025-05-21";246;"A350";292;2549565;265;280516
6058;"HYD-DEL";"HYD";"DEL";"2025-12-31";62;"A320";218;1361668;154;873379
6059;"DEL-HYD";"DEL";"HYD";"2025-10-08";240;"B737";237;1395071;137;991011
6060;"BLR-BOM";"BLR";"BOM";"2025-08-14";217;"B787";210;763664;88;1025649
6061;"DEL-MAA";"DEL";"MAA";"2025-06-29";117;"B737";289;1284656;136;530868
6062;"BLR-HYD";"BLR";"HYD";"2025-07-15";224;"B787";259;1017088;137;1082398
6063;"CCU-AMD";"CCU";"AMD";"2025-07-30";296;"B787";149;933156;84;1497877
6064;"MAA-DEL";"MAA";"DEL";"2025-06-17";277;"B737";172;998522;98;314746
6065;"HYD-MAA";"HYD";"MAA";"2025-02-15";59;"B787";283;449526;66;1356264
6066;"MAA-DEL";"MAA";"DEL";"2025-10-24";170;"A320";210;1588647;141;596854
6067;"CCU-BOM";"CCU";"BOM";"2025-12-01";168;"B737";178;1078034;158;1398817
6068;"BOM-MAA";"BOM";"MAA";"2025-03-13";95;"A350";223;291330;54;569645
6069;"AMD-BLR";"AMD";"BLR";"2025-12-25";207;"A350";290;1194844;139;856502
6070;"MAA-HYD";"MAA";"HYD";"2025-07-11";68;"B787";178;468503;127;599736
6071;"DEL-AMD";"DEL";"AMD";"2025-05-14";279;"B737";252;821514;69;501829
6072;"AMD-HYD";"AMD";"HYD";"2025-12-18";196;"A320";258;823026;229;742510
6073;"DEL-BOM";"DEL";"BOM";"2025-12-30";82;"A320";181;232596;71;1411511
6074;"DEL-BLR";"DEL";"BLR";"2025-07-30";148;"B737";187;1457680;137;261938
6075;"CCU-BOM";"CCU";"BOM";"2025-11-27";50;"A320";277;1180344;204;194539
6076;"DEL-CCU";"DEL";"CCU";"2025-04-21";285;"A321";131;927480;131;1425108
6077;"DEL-CCU";"DEL";"CCU";"2025-06-12";88;"B787";238;699150;59;1422388
6078;"HYD-BOM";"HYD";"BOM";"2025-10-09";190;"B787";156;612000;120;1216970
6079;"MAA-CCU";"MAA";"CCU";"2025-02-21";202;"B787";298;1220590;245;1256579
6080;"HYD-BOM";"HYD";"BOM";"2025-05-25";155;"A320";204;608856;92;915353
6081;"BOM-HYD";"BOM";"HYD";"2025-09-29";114;"B737";185;990486;98;217483
6082;"CCU-HYD";"CCU";"HYD";"2025-02-26";222;"B787";209;1636972;194;1146121
6083;"DEL-CCU";"DEL";"CCU";"2025-11-27";219;"A320";300;2865576;296;590070
6084;"HYD-AMD";"HYD";"AMD";"2025-01-04";52;"B787";285;898339;247;1359141
6085;"HYD-DEL";"HYD";"DEL";"2025-12-31";214;"A320";259;1027320;210;915296
6086;"BLR-DEL";"BLR";"DEL";"2025-03-06";68;"A321";261;541081;199;126849
6087;"AMD-CCU";"AMD";"CCU";"2025-09-17";115;"A321";165;1146933;107;600700
6088;"BOM-BLR";"BOM";"BLR";"2025-07-13";215;"B737";175;1386612;148;437850
6089;"BOM-DEL";"BOM";"DEL";"2025-02-14";112;"A320";147;948672;144;1144726
6090;"BLR-AMD";"BLR";"AMD";"2025-01-09";286;"A320";227;1166438;203;1028543
6091;"HYD-MAA";"HYD";"MAA";"2025-03-01";134;"A320";198;1435913;149;543383
6092;"AMD-DEL";"AMD";"DEL";"2025-11-18";154;"B737";227;852696;156;962247
6093;"AMD-BOM";"AMD";"BOM";"2025-05-17";68;"A321";250;1494547;163;286482
6094;"MAA-BOM";"MAA";"BOM";"2025-02-17";244;"B787";165;393855;155;148885
6095;"BOM-BLR";"BOM";"BLR";"2025-05-09";283;"A321";275;2041495;179;1494450
6096;"BLR-AMD";"BLR";"AMD";"2025-07-26";72;"A320";256;1804323;197;258272
6097;"HYD-BOM";"HYD";"BOM";"2025-10-16";223;"B737";151;1281940;110;159581
6098;"HYD-AMD";"HYD";"AMD";"2025-07-24";188;"A350";281;872340;124;827213
6099;"DEL-AMD";"DEL";"AMD";"2025-06-01";70;"A350";224;1697472;224;1465110
6100;"HYD-MAA";"HYD";"MAA";"2025-09-12";90;"A350";250;750737;221;990122
6101;"HYD-MAA";"HYD";"MAA";"2025-05-26";119;"A320";207;600336;176;1466301
6102;"DEL-MAA";"DEL";"MAA";"2025-04-21";50;"B787";232;492632;152;532410
6103;"MAA-HYD";"MAA";"HYD";"2025-03-11";243;"B737";170;204267;71;983254
6104;"DEL-HYD";"DEL";"HYD";"2025-08-18";284;"A350";292;1982200;275;1182800
6105;"BLR-BOM";"BLR";"BOM";"2025-08-22";109;"B787";249;1534388;179;728182
6106;"DEL-MAA";"DEL";"MAA";"2025-08-03";246;"A321";219;1145244;114;735738
6107;"MAA-DEL";"MAA";"DEL";"2025-10-05";212;"B787";199;570276;63;796571
6108;"DEL-BOM";"DEL";"BOM";"2025-11-07";56;"B737";145;679615;145;401528
6109;"HYD-MAA";"HYD";"MAA";"2025-03-17";220;"A350";267;383322;58;942959
6110;"MAA-BLR";"MAA";"BLR";"2025-06-26";176;"A320";220;799050;210;756693
6111;"BLR-BOM";"BLR";"BOM";"2025-09-08";149;"A321";253;985192;104;1327012
6112;"DEL-CCU";"DEL";"CCU";"2025-07-01";149;"A320";183;758606;86;821962
6113;"MAA-CCU";"MAA";"CCU";"2025-03-09";68;"B787";184;338985;135;669874
6114;"AMD-BOM";"AMD";"BOM";"2025-05-07";265;"A350";220;1096898;146;445509
6115;"AMD-MAA";"AMD";"MAA";"2025-06-15";234;"A320";279;772579;193;489636
6116;"BLR-MAA";"BLR";"MAA";"2025-03-02";286;"A320";190;384192;64;967179
6117;"CCU-HYD";"CCU";"HYD";"2025-02-23";129;"A350";296;443486;62;791850
6118;"BLR-MAA";"BLR";"MAA";"2025-03-04";87;"B787";184;727432;79;1173090
6119;"DEL-CCU";"DEL";"CCU";"2025-11-02";114;"A321";239;789802;74;1268132
6120;"MAA-CCU";"MAA";"CCU";"2025-07-26";216;"B737";121;141669;53;767338
6121;"BLR-DEL";"BLR";"DEL";"2025-07-15";263;"A350";269;1906632;189;376230
6122;"HYD-MAA";"HYD";"MAA";"2025-02-11";221;"A350";172;837476;92;701373
6123;"DEL-MAA";"DEL";"MAA";"2025-07-19";143;"A321";281;486882;99;474052
6124;"HYD-CCU";"HYD";"CCU";"2025-05-03";79;"B737";223;693252;131;199284
6125;"CCU-BOM";"CCU";"BOM";"2025-04-01";60;"A321";235;1270500;121;505950
6126;"MAA-BLR";"MAA";"BLR";"2025-01-14";63;"A321";182;1191780;135;1394647
6127;"HYD-BOM";"HYD";"BOM";"2025-12-21";57;"B737";188;997101;147;973353
6128;"BLR-MAA";"BLR";"MAA";"2025-01-29";149;"A320";268;1245816;198;985753
6129;"DEL-CCU";"DEL";"CCU";"2025-02-16";205;"A350";272;1261890;126;1384739
6130;"HYD-CCU";"HYD";"CCU";"2025-10-19";94;"A321";128;849329;79;1438241
6131;"HYD-DEL";"HYD";"DEL";"2025-02-06";258;"B787";283;2392790;223;1220233
6132;"HYD-CCU";"HYD";"CCU";"2025-02-25";114;"A350";214;726024;104;974907
6133;"DEL-AMD";"DEL";"AMD";"2025-07-27";124;"A321";268;614944;88;262169
6134;"BLR-BOM";"BLR";"BOM";"2025-08-07";201;"A320";146;513993;73;1251062
6135;"BOM-AMD";"BOM";"AMD";"2025-06-17";223;"A350";229;651420;90;580680
6136;"BLR-AMD";"BLR";"AMD";"2025-06-12";159;"A350";188;761463;183;881078
6137;"AMD-BOM";"AMD";"BOM";"2025-08-07";46;"A320";194;201872;62;1199063
6138;"BOM-AMD";"BOM";"AMD";"2025-11-15";257;"B737";196;364048;122;337207
6139;"AMD-HYD";"AMD";"HYD";"2025-06-24";134;"B787";124;548720;95;392307
6140;"BLR-CCU";"BLR";"CCU";"2025-10-18";64;"A350";273;2721102;254;431501
6141;"CCU-BLR";"CCU";"BLR";"2025-10-28";260;"B787";160;731878;122;535767
6142;"BOM-HYD";"BOM";"HYD";"2025-11-19";235;"A321";199;275968;88;385693
6143;"CCU-BLR";"CCU";"BLR";"2025-11-21";234;"A350";174;918281;91;1474670
6144;"CCU-BLR";"CCU";"BLR";"2025-05-05";85;"B737";137;1287162;129;1052617
6145;"CCU-MAA";"CCU";"MAA";"2025-12-24";168;"A321";243;1706852;188;578290
6146;"AMD-MAA";"AMD";"MAA";"2025-01-14";150;"A321";159;454480;52;1074312
6147;"BLR-CCU";"BLR";"CCU";"2025-03-30";52;"A350";249;317756;76;640667
6148;"HYD-CCU";"HYD";"CCU";"2025-09-08";249;"A350";178;631755;101;1192298
6149;"BLR-AMD";"BLR";"AMD";"2025-01-01";88;"A320";150;697697;91;639530
6150;"AMD-BLR";"AMD";"BLR";"2025-01-06";175;"A321";242;1730814;183;760501
6151;"DEL-AMD";"DEL";"AMD";"2025-08-04";61;"B787";171;548730;90;211723
6152;"DEL-HYD";"DEL";"HYD";"2025-05-08";65;"B737";210;851370;185;1270196
6153;"AMD-BLR";"AMD";"BLR";"2025-04-21";185;"B737";208;901558;142;1259680
6154;"BLR-BOM";"BLR";"BOM";"2025-01-01";216;"A321";218;676761;57;120796
6155;"CCU-BLR";"CCU";"BLR";"2025-11-27";270;"A321";124;668808;84;605881
6156;"HYD-CCU";"HYD";"CCU";"2025-06-21";87;"B787";172;462278;74;114002
6157;"BLR-DEL";"BLR";"DEL";"2025-09-18";79;"B787";184;553679;161;684203
6158;"HYD-CCU";"HYD";"CCU";"2025-02-25";103;"B737";279;3188247;267;392735
6159;"BLR-AMD";"BLR";"AMD";"2025-09-13";77;"A350";285;2184336;231;1348018
6160;"DEL-HYD";"DEL";"HYD";"2025-02-17";176;"A320";229;475839;63;789118
6161;"DEL-AMD";"DEL";"AMD";"2025-10-14";262;"A350";186;1386948;123;1313661
6162;"DEL-HYD";"DEL";"HYD";"2025-10-19";145;"A321";150;482229;99;1495516
6163;"BOM-BLR";"BOM";"BLR";"2025-09-24";116;"B787";155;1090571;97;958762
6164;"MAA-DEL";"MAA";"DEL";"2025-02-22";252;"B787";285;690170;130;1276356
6165;"DEL-HYD";"DEL";"HYD";"2025-05-31";102;"A321";179;521339;119;1306884
6166;"MAA-AMD";"MAA";"AMD";"2025-04-13";163;"A350";161;324441;117;166382
6167;"BOM-DEL";"BOM";"DEL";"2025-06-06";113;"A321";147;372240;90;764612
6168;"MAA-CCU";"MAA";"CCU";"2025-07-26";57;"A321";220;800657;121;857237
6169;"BLR-DEL";"BLR";"DEL";"2025-09-24";273;"A321";131;703330;122;247452
6170;"AMD-BLR";"AMD";"BLR";"2025-10-29";58;"A350";190;811200;104;559382
6171;"HYD-BLR";"HYD";"BLR";"2025-07-10";291;"A320";157;448920;87;1336461
6172;"BLR-HYD";"BLR";"HYD";"2025-09-05";132;"A320";279;1419769;271;978634
6173;"MAA-BLR";"MAA";"BLR";"2025-11-07";261;"A320";280;1714752;208;657848
6174;"DEL-BOM";"DEL";"BOM";"2025-12-18";183;"A321";144;599300;130;330053
6175;"CCU-DEL";"CCU";"DEL";"2025-05-09";273;"A350";123;348012;84;233482
6176;"AMD-BLR";"AMD";"BLR";"2025-08-30";166;"B737";207;640958;86;799530
6177;"AMD-CCU";"AMD";"CCU";"2025-05-22";120;"A350";158;611820;90;660225
6178;"BOM-MAA";"BOM";"MAA";"2025-08-09";248;"A350";275;1031373;119;276966
6179;"HYD-DEL";"HYD";"DEL";"2025-11-06";299;"B737";147;680748;102;889897
6180;"DEL-AMD";"DEL";"AMD";"2025-12-26";118;"B787";169;324450;70;931908
6181;"HYD-BOM";"HYD";"BOM";"2025-12-16";200;"B737";224;760761;137;159612
6182;"CCU-AMD";"CCU";"AMD";"2025-03-04";89;"B787";185;423681;57;1149726
6183;"MAA-DEL";"MAA";"DEL";"2025-12-29";204;"A321";163;1780640;160;1329963
6184;"CCU-AMD";"CCU";"AMD";"2025-03-28";162;"B737";223;442650;65;891694
6185;"BLR-DEL";"BLR";"DEL";"2025-12-11";134;"A350";191;1144884;179;1148592
6186;"HYD-CCU";"HYD";"CCU";"2025-07-12";141;"B737";223;2050867;217;717162
6187;"MAA-BOM";"MAA";"BOM";"2025-06-01";117;"A350";173;737490;78;224824
6188;"AMD-MAA";"AMD";"MAA";"2025-05-18";191;"B787";200;302796;117;352063
6189;"MAA-CCU";"MAA";"CCU";"2025-11-05";220;"A350";214;465120;102;1392279
6190;"BLR-MAA";"BLR";"MAA";"2025-08-09";103;"A321";228;179350;50;1045491
6191;"BOM-HYD";"BOM";"HYD";"2025-04-02";158;"A320";155;261072;56;1464279
6192;"BLR-AMD";"BLR";"AMD";"2025-04-27";74;"A321";266;2338716;237;1071458
6193;"CCU-DEL";"CCU";"DEL";"2025-12-21";197;"A320";186;611252;178;243503
6194;"BOM-AMD";"BOM";"AMD";"2025-12-02";82;"A350";180;654010;70;413045
6195;"CCU-BOM";"CCU";"BOM";"2025-02-14";159;"A321";212;850200;195;320883
6196;"AMD-CCU";"AMD";"CCU";"2025-11-12";273;"A350";267;915400;92;1482892
6197;"BLR-BOM";"BLR";"BOM";"2025-10-03";294;"B787";226;1767325;175;385622
6198;"HYD-CCU";"HYD";"CCU";"2025-04-18";227;"A321";130;577876;52;595881
6199;"MAA-HYD";"MAA";"HYD";"2025-06-05";199;"A320";253;846316;173;1039770
6200;"DEL-MAA";"DEL";"MAA";"2025-03-21";96;"B787";287;425412;101;1063233
6201;"BLR-BOM";"BLR";"BOM";"2025-03-05";218;"B737";219;1160640;156;660291
6202;"AMD-DEL";"AMD";"DEL";"2025-11-14";104;"A321";169;865378;127;1261557
6203;"BOM-AMD";"BOM";"AMD";"2025-05-12";176;"B787";145;876976;118;1416418
6204;"BOM-MAA";"BOM";"MAA";"2025-01-05";246;"A321";139;596505;91;1289341
6205;"MAA-DEL";"MAA";"DEL";"2025-04-02";149;"A320";127;1207800;120;579649
6206;"HYD-AMD";"HYD";"AMD";"2025-04-18";80;"A350";262;2062436;199;124742
6207;"MAA-BLR";"MAA";"BLR";"2025-10-31";194;"A320";248;719523;243;172996
6208;"AMD-BLR";"AMD";"BLR";"2025-05-24";97;"A321";278;1802493;187;145870
6209;"CCU-BLR";"CCU";"BLR";"2025-06-15";199;"A321";261;2082052;212;304008
6210;"DEL-CCU";"DEL";"CCU";"2025-04-18";133;"B737";247;1267112;119;787804
6211;"MAA-BOM";"MAA";"BOM";"2025-07-14";77;"B787";187;690921;77;153511
6212;"BLR-DEL";"BLR";"DEL";"2025-08-04";160;"A320";276;2794428;252;562831
6213;"BLR-BOM";"BLR";"BOM";"2025-09-26";300;"B787";219;489082;121;101176
6214;"HYD-AMD";"HYD";"AMD";"2026-01-01";190;"A350";145;981406;118;113541
6215;"CCU-AMD";"CCU";"AMD";"2025-01-20";200;"A321";127;257715;69;1106397
6216;"AMD-HYD";"AMD";"HYD";"2025-09-23";119;"B737";241;243200;50;122475
6217;"AMD-HYD";"AMD";"HYD";"2025-03-23";128;"A321";185;1860000;160;379351
6218;"BOM-DEL";"BOM";"DEL";"2025-12-10";153;"A350";232;1269781;113;1305935
6219;"MAA-CCU";"MAA";"CCU";"2025-08-26";123;"A321";133;801945;71;273111
6220;"BLR-AMD";"BLR";"AMD";"2025-10-20";90;"B737";197;291788;68;1151359
6221;"HYD-CCU";"HYD";"CCU";"2025-09-13";68;"A350";164;687680;70;1076190
6222;"AMD-CCU";"AMD";"CCU";"2025-01-08";94;"A350";147;321152;52;137725
6223;"MAA-HYD";"MAA";"HYD";"2025-04-05";186;"A350";200;671474;67;656522
6224;"AMD-CCU";"AMD";"CCU";"2025-11-19";239;"B787";122;487944;81;670684
6225;"CCU-HYD";"CCU";"HYD";"2025-09-08";275;"A350";180;270212;86;677061
6226;"AMD-HYD";"AMD";"HYD";"2025-06-25";257;"B787";300;942592;224;387494
6227;"HYD-MAA";"HYD";"MAA";"2025-02-16";266;"B737";148;314699;77;574228
6228;"DEL-BLR";"DEL";"BLR";"2025-04-12";209;"A321";229;1462680;136;583345
